input_x,input_y,input_z,output_x,output_y,output_z
35,-215,-55,43.6,-267.84,-30.83
35,-215,-45,43.36,-266.34,-17.64
35,-215,-35,43.1,-264.73,-4.66
35,-215,-25,42.82,-263.03,8.1
35,-215,-15,42.53,-261.27,20.65
35,-215,-5,42.24,-259.49,32.97
35,-215,5,42.24,-259.49,-32.97
35,-215,15,42.53,-261.27,-20.65
35,-215,25,42.82,-263.03,-8.1
35,-215,35,43.1,-264.73,4.66
35,-215,45,43.36,-266.34,17.64
35,-215,55,43.6,-267.84,30.83
35,-215,65,43.82,-269.2,44.23
35,-215,75,44.02,-270.38,57.84
35,-215,85,44.18,-271.37,71.65
35,-215,95,44.3,-272.14,85.67
35,-215,105,44.38,-272.64,99.9
35,-215,115,44.42,-272.85,114.35
35,-215,125,44.4,-272.72,129.07
35,-215,135,44.31,-272.17,144.1
35,-215,145,44.13,-271.08,159.58
35,-215,155,43.82,-269.19,175.78
35,-215,165,43.24,-265.62,193.74
35,-205,-175,43.54,-255.02,-204.59
35,-205,-165,44.14,-258.53,-187.18
35,-205,-155,44.48,-260.54,-171.12
35,-205,-145,44.69,-261.77,-155.68
35,-205,-135,44.81,-262.46,-140.63
35,-205,-125,44.85,-262.71,-125.85
35,-205,-115,44.83,-262.6,-111.3
35,-205,-105,44.76,-262.18,-96.96
35,-205,-95,44.64,-261.48,-82.8
35,-205,-85,44.48,-260.53,-68.83
35,-205,-75,44.28,-259.35,-55.04
35,-205,-65,44.04,-257.97,-41.45
35,-205,-55,40.33,-236.2,-105.04
35,-205,-45,40.59,-237.72,-93.99
35,-205,-35,40.87,-239.38,-82.76
35,-205,-25,41.18,-241.17,-71.32
35,-205,-15,41.5,-243.06,-59.67
35,-205,-5,41.83,-245.01,-47.81
35,-205,5,41.83,-245.01,47.81
35,-205,15,41.5,-243.06,59.67
35,-205,25,41.18,-241.17,71.32
35,-205,35,40.87,-239.38,82.76
35,-205,45,40.59,-237.72,93.99
35,-205,55,40.33,-236.2,105.04
35,-205,65,44.04,-257.97,41.45
35,-205,75,44.28,-259.35,55.04
35,-205,85,44.48,-260.53,68.83
35,-205,95,44.64,-261.48,82.8
35,-205,105,44.76,-262.18,96.96
35,-205,115,44.83,-262.6,111.3
35,-205,125,44.85,-262.71,125.85
35,-205,135,44.81,-262.46,140.63
35,-205,145,44.69,-261.77,155.68
35,-205,155,44.48,-260.54,171.12
35,-205,165,44.14,-258.53,187.18
35,-205,175,43.54,-255.02,204.59
35,-195,-185,40.83,-227.48,-234.08
35,-195,-175,40.11,-223.48,-226.69
35,-195,-165,44.83,-249.76,-183.27
35,-195,-155,45.09,-251.19,-167.83
35,-195,-145,45.24,-252.07,-152.74
35,-195,-135,45.32,-252.49,-137.9
35,-195,-125,45.33,-252.54,-123.26
35,-195,-115,45.27,-252.24,-108.8
35,-195,-105,45.17,-251.65,-94.5
35,-195,-95,45.01,-250.78,-80.37
35,-195,-85,39.24,-218.63,-139.3
35,-195,-75,39.43,-219.7,-128.77
35,-195,-65,39.67,-220.99,-118.1
35,-195,-55,39.93,-222.49,-107.27
35,-195,-45,40.24,-224.18,-96.27
35,-195,-35,40.57,-226.03,-85.08
35,-195,-25,40.93,-228.02,-73.68
35,-195,-15,41.3,-230.12,-62.08
35,-195,-5,41.69,-232.29,-50.25
35,-195,5,41.69,-232.29,50.25
35,-195,15,41.3,-230.12,62.08
35,-195,25,40.93,-228.02,73.68
35,-195,35,40.57,-226.03,85.08
35,-195,45,40.24,-224.18,96.27
35,-195,55,39.93,-222.49,107.27
35,-195,65,39.67,-220.99,118.1
35,-195,75,39.43,-219.7,128.77
35,-195,85,39.24,-218.63,139.3
35,-195,95,45.01,-250.78,80.37
35,-195,105,45.17,-251.65,94.5
35,-195,115,45.27,-252.24,108.8
35,-195,125,45.33,-252.54,123.26
35,-195,135,45.32,-252.49,137.9
35,-195,145,45.24,-252.07,152.74
35,-195,155,45.09,-251.19,167.83
35,-195,165,44.83,-249.76,183.27
35,-195,175,40.11,-223.48,226.69
35,-195,185,40.83,-227.48,234.08
35,-185,-195,40.64,-214.79,-245.81
35,-185,-185,39.79,-210.33,-238.39
35,-185,-175,39.26,-207.49,-229.77
35,-185,-165,38.88,-205.5,-220.64
35,-185,-155,45.69,-241.5,-165.33
35,-185,-145,45.81,-242.14,-150.43
35,-185,-135,45.86,-242.38,-135.71
35,-185,-125,45.83,-242.26,-121.15
35,-185,-115,45.75,-241.82,-106.73
35,-185,-105,38.37,-202.83,-161.66
35,-185,-95,38.5,-203.5,-151.42
35,-185,-85,38.68,-204.44,-141.06
35,-185,-75,38.9,-205.64,-130.58
35,-185,-65,39.18,-207.08,-119.96
35,-185,65,39.18,-207.08,119.96
35,-185,75,38.9,-205.64,130.58
35,-185,85,38.68,-204.44,141.06
35,-185,95,38.5,-203.5,151.42
35,-185,105,38.37,-202.83,161.66
35,-185,115,45.75,-241.82,106.73
35,-185,125,45.83,-242.26,121.15
35,-185,135,45.86,-242.38,135.71
35,-185,145,45.81,-242.14,150.43
35,-185,155,45.69,-241.5,165.33
35,-185,165,38.88,-205.5,220.64
35,-185,175,39.26,-207.49,229.77
35,-185,185,39.79,-210.33,238.39
35,-185,195,40.64,-214.79,245.81
35,-175,-205,40.56,-202.8,-256.94
35,-175,-195,39.53,-197.63,-249.65
35,-175,-185,38.87,-194.37,-241.04
35,-175,-175,38.41,-192.05,-231.89
35,-175,-165,38.07,-190.34,-222.44
35,-175,-155,37.82,-189.12,-212.8
35,-175,-145,46.41,-232.07,-148.62
35,-175,-135,46.43,-232.17,-133.97
35,-175,-125,37.55,-187.73,-183.18
35,-175,-115,37.58,-187.91,-173.13
35,-175,-105,37.68,-188.4,-163.0
35,-175,-95,37.83,-189.17,-152.79
35,-175,-85,38.04,-190.21,-142.48
35,-175,85,38.04,-190.21,142.48
35,-175,95,37.83,-189.17,152.79
35,-175,105,37.68,-188.4,163.0
35,-175,115,37.58,-187.91,173.13
35,-175,125,37.55,-187.73,183.18
35,-175,135,46.43,-232.17,133.97
35,-175,145,46.41,-232.07,148.62
35,-175,155,37.82,-189.12,212.8
35,-175,165,38.07,-190.34,222.44
35,-175,175,38.41,-192.05,231.89
35,-175,185,38.87,-194.37,241.04
35,-175,195,39.53,-197.63,249.65
35,-175,205,40.56,-202.8,256.94
35,-165,-215,40.69,-191.82,-267.41
35,-165,-205,39.34,-185.45,-260.54
35,-165,-195,38.53,-181.66,-251.97
35,-165,-185,37.96,-178.94,-242.82
35,-165,-175,37.53,-176.91,-233.35
35,-165,-165,37.21,-175.4,-223.7
35,-165,-155,36.97,-174.3,-213.93
35,-165,-145,36.82,-173.58,-204.06
35,-165,-135,36.74,-173.2,-194.13
35,-165,-125,36.73,-173.15,-184.14
35,-165,-115,36.78,-173.4,-174.1
35,-165,-105,36.9,-173.95,-164.0
35,-165,105,36.9,-173.95,164.0
35,-165,115,36.78,-173.4,174.1
35,-165,125,36.73,-173.15,184.14
35,-165,135,36.74,-173.2,194.13
35,-165,145,36.82,-173.58,204.06
35,-165,155,36.97,-174.3,213.93
35,-165,165,37.21,-175.4,223.7
35,-165,175,37.53,-176.91,233.35
35,-165,185,37.96,-178.94,242.82
35,-165,195,38.53,-181.66,251.97
35,-165,205,39.34,-185.45,260.54
35,-165,215,40.69,-191.82,267.41
35,-155,-215,39.27,-173.92,-271.09
35,-155,-205,38.26,-169.42,-262.63
35,-155,-195,37.54,-166.25,-253.48
35,-155,-185,37.0,-163.84,-243.99
35,-155,-175,36.58,-162.0,-234.31
35,-155,-165,36.26,-160.6,-224.51
35,-155,-155,36.04,-159.59,-214.64
35,-155,-145,35.89,-158.93,-204.71
35,-155,-135,35.81,-158.6,-194.74
35,-155,-125,35.81,-158.58,-184.74
35,-155,125,35.81,-158.58,184.74
35,-155,135,35.81,-158.6,194.74
35,-155,145,35.89,-158.93,204.71
35,-155,155,36.04,-159.59,214.64
35,-155,165,36.26,-160.6,224.51
35,-155,175,36.58,-162.0,234.31
35,-155,185,37.0,-163.84,243.99
35,-155,195,37.54,-166.25,253.48
35,-155,205,38.26,-169.42,262.63
35,-155,215,39.27,-173.92,271.09
35,-145,-225,39.42,-163.31,-281.26
35,-145,-215,38.08,-157.76,-273.05
35,-145,-205,37.18,-154.01,-263.93
35,-145,-195,36.49,-151.18,-254.41
35,-145,-185,35.96,-148.98,-244.69
35,-145,-175,35.54,-147.25,-234.84
35,-145,-165,35.23,-145.93,-224.93
35,-145,-155,34.99,-144.97,-214.97
35,-145,-145,34.84,-144.34,-204.98
35,-145,-135,34.77,-144.03,-194.99
35,-145,135,34.77,-144.03,194.99
35,-145,145,34.84,-144.34,204.98
35,-145,155,34.99,-144.97,214.97
35,-145,165,35.23,-145.93,224.93
35,-145,175,35.54,-147.25,234.84
35,-145,185,35.96,-148.98,244.69
35,-145,195,36.49,-151.18,254.41
35,-145,205,37.18,-154.01,263.93
35,-145,215,38.08,-157.76,273.05
35,-145,225,39.42,-163.31,281.26
35,-135,-235,40.0,-154.28,-290.79
35,-135,-225,38.06,-146.82,-283.25
35,-135,-215,36.9,-142.32,-274.21
35,-135,-205,36.04,-138.99,-264.67
35,-135,-195,35.36,-136.39,-254.89
35,-135,-185,34.82,-134.31,-244.98
35,-135,-175,34.39,-132.66,-235.0
35,-135,-165,34.06,-131.38,-224.98
35,-135,-155,33.82,-130.44,-214.95
35,-135,-145,33.66,-129.82,-204.92
35,-135,145,33.66,-129.82,204.92
35,-135,155,33.82,-130.44,214.95
35,-135,165,34.06,-131.38,224.98
35,-135,175,34.39,-132.66,235.0
35,-135,185,34.82,-134.31,244.98
35,-135,195,35.36,-136.39,254.89
35,-135,205,36.04,-138.99,264.67
35,-135,215,36.9,-142.32,274.21
35,-135,225,38.06,-146.82,283.25
35,-135,235,40.0,-154.28,290.79
35,-125,-235,38.33,-136.88,-293.18
35,-125,-225,36.76,-131.28,-284.34
35,-125,-215,35.65,-127.33,-274.81
35,-125,-205,34.8,-124.27,-264.98
35,-125,-195,34.11,-121.81,-254.99
35,-125,-185,33.55,-119.81,-244.92
35,-125,-175,33.1,-118.21,-234.81
35,-125,-165,32.74,-116.94,-224.7
35,-125,-155,32.48,-116.0,-214.59
35,-125,155,32.48,-116.0,214.59
35,-125,165,32.74,-116.94,224.7
35,-125,175,33.1,-118.21,234.81
35,-125,185,33.55,-119.81,244.92
35,-125,195,34.11,-121.81,254.99
35,-125,205,34.8,-124.27,264.98
35,-125,215,35.65,-127.33,274.81
35,-125,225,36.76,-131.28,284.34
35,-125,235,38.33,-136.88,293.18
35,-115,-245,39.2,-128.81,-302.56
35,-115,-235,36.85,-121.07,-294.34
35,-115,-225,35.39,-116.29,-284.88
35,-115,-215,34.29,-112.68,-275.0
35,-115,-205,33.42,-109.8,-264.93
35,-115,-195,32.7,-107.44,-254.76
35,-115,-185,32.11,-105.49,-244.54
35,-115,-175,31.62,-103.91,-234.31
35,-115,-165,31.24,-102.64,-224.09
35,-115,165,31.24,-102.64,224.09
35,-115,175,31.62,-103.91,234.31
35,-115,185,32.11,-105.49,244.54
35,-115,195,32.7,-107.44,254.76
35,-115,205,33.42,-109.8,264.93
35,-115,215,34.29,-112.68,275.0
35,-115,225,35.39,-116.29,284.88
35,-115,235,36.85,-121.07,294.34
35,-115,245,39.2,-128.81,302.56
35,-105,-245,37.36,-112.09,-304.12
35,-105,-235,35.33,-105.99,-294.88
35,-105,-225,33.9,-101.7,-285.0
35,-105,-215,32.78,-98.33,-274.85
35,-105,-205,31.86,-95.57,-264.57
35,-105,-195,31.09,-93.28,-254.23
35,-105,-185,30.46,-91.37,-243.86
35,-105,-175,29.93,-89.78,-233.51
35,-105,-165,29.5,-88.5,-223.18
35,-105,165,29.5,-88.5,223.18
35,-105,175,29.93,-89.78,233.51
35,-105,185,30.46,-91.37,243.86
35,-105,195,31.09,-93.28,254.23
35,-105,205,31.86,-95.57,264.57
35,-105,215,32.78,-98.33,274.85
35,-105,225,33.9,-101.7,285.0
35,-105,235,35.33,-105.99,294.88
35,-105,245,37.36,-112.09,304.12
35,-95,-255,39.07,-106.06,-313.15
35,-95,-245,35.63,-96.71,-304.81
35,-95,-235,33.68,-91.42,-294.99
35,-95,-225,32.22,-87.45,-284.79
35,-95,-215,31.04,-84.26,-274.4
35,-95,-205,30.06,-81.6,-263.93
35,-95,-195,29.24,-79.35,-253.42
35,-95,-185,28.54,-77.46,-242.91
35,-95,-175,27.95,-75.87,-232.43
35,-95,175,27.95,-75.87,232.43
35,-95,185,28.54,-77.46,242.91
35,-95,195,29.24,-79.35,253.42
35,-95,205,30.06,-81.6,263.93
35,-95,215,31.04,-84.26,274.4
35,-95,225,32.22,-87.45,284.79
35,-95,235,33.68,-91.42,294.99
35,-95,245,35.63,-96.71,304.81
35,-95,255,39.07,-106.06,313.15
35,-85,-255,36.73,-89.21,-314.48
35,-85,-245,33.78,-82.05,-305.0
35,-85,-235,31.82,-77.27,-294.79
35,-85,-225,30.28,-73.55,-284.31
35,-85,-215,29.02,-70.49,-273.71
35,-85,-205,27.96,-67.91,-263.05
35,-85,-195,27.06,-65.71,-252.38
35,-85,-185,26.28,-63.82,-241.72
35,-85,-175,25.62,-62.22,-231.09
35,-85,175,25.62,-62.22,231.09
35,-85,185,26.28,-63.82,241.72
35,-85,195,27.06,-65.71,252.38
35,-85,205,27.96,-67.91,263.05
35,-85,215,29.02,-70.49,273.71
35,-85,225,30.28,-73.55,284.31
35,-85,235,31.82,-77.27,294.79
35,-85,245,33.78,-82.05,305.0
35,-85,255,36.73,-89.21,314.48
35,-75,-255,34.56,-74.06,-314.94
35,-75,-245,31.7,-67.93,-304.86
35,-75,-235,29.65,-63.53,-294.33
35,-75,-225,28.01,-60.01,-283.61
35,-75,-215,26.63,-57.07,-272.81
35,-75,-205,25.46,-54.57,-261.97
35,-75,-195,24.46,-52.41,-251.12
35,-75,-185,23.58,-50.54,-240.3
35,-75,185,23.58,-50.54,240.3
35,-75,195,24.46,-52.41,251.12
35,-75,205,25.46,-54.57,261.97
35,-75,215,26.63,-57.07,272.81
35,-75,225,28.01,-60.01,283.61
35,-75,235,29.65,-63.53,294.33
35,-75,245,31.7,-67.93,304.86
35,-75,255,34.56,-74.06,314.94
35,-65,-255,32.2,-59.79,-314.98
35,-65,-245,29.26,-54.34,-304.47
35,-65,-235,27.06,-50.25,-293.67
35,-65,-225,25.26,-46.92,-282.73
35,-65,-215,23.75,-44.11,-271.73
35,-65,-205,22.44,-41.68,-260.7
35,-65,-195,21.31,-39.57,-249.68
35,-65,-185,20.31,-37.72,-238.68
35,-65,185,20.31,-37.72,238.68
35,-65,195,21.31,-39.57,249.68
35,-65,205,22.44,-41.68,260.7
35,-65,215,23.75,-44.11,271.73
35,-65,225,25.26,-46.92,282.73
35,-65,235,27.06,-50.25,293.67
35,-65,245,29.26,-54.34,304.47
35,-65,255,32.2,-59.79,314.98
35,-55,-265,34.46,-54.15,-324.88
35,-55,-255,29.44,-46.26,-314.74
35,-55,-245,26.31,-41.34,-303.9
35,-55,-235,23.9,-37.55,-292.85
35,-55,-225,21.9,-34.42,-281.7
35,-55,-215,20.2,-31.75,-270.51
35,-55,-205,18.73,-29.43,-259.3
35,-55,-195,17.43,-27.39,-248.1
35,-55,195,17.43,-27.39,248.1
35,-55,205,18.73,-29.43,259.3
35,-55,215,20.2,-31.75,270.51
35,-55,225,21.9,-34.42,281.7
35,-55,235,23.9,-37.55,292.85
35,-55,245,26.31,-41.34,303.9
35,-55,255,29.44,-46.26,314.74
35,-55,265,34.46,-54.15,324.88
35,-45,-265,31.2,-40.12,-325.0
35,-45,-255,26.09,-33.55,-314.32
35,-45,-245,22.67,-29.14,-303.21
35,-45,-235,19.98,-25.68,-291.93
35,-45,-225,17.73,-22.8,-280.58
35,-45,-215,15.8,-20.31,-269.2
35,-45,-205,14.11,-18.14,-257.8
35,-45,-195,12.62,-16.23,-246.42
35,-45,195,12.62,-16.23,246.42
35,-45,205,14.11,-18.14,257.8
35,-45,215,15.8,-20.31,269.2
35,-45,225,17.73,-22.8,280.58
35,-45,235,19.98,-25.68,291.93
35,-45,245,22.67,-29.14,303.21
35,-45,255,26.09,-33.55,314.32
35,-45,265,31.2,-40.12,325.0
35,-35,-265,27.45,-27.45,-324.85
35,-35,-255,21.97,-21.97,-313.8
35,-35,-245,18.15,-18.15,-302.44
35,-35,-235,15.11,-15.11,-290.96
35,-35,-225,12.55,-12.55,-279.42
35,-35,-215,10.33,-10.33,-267.85
35,-35,-205,8.39,-8.39,-256.28
35,-35,-195,6.66,-6.66,-244.72
35,-35,195,6.66,-6.66,244.72
35,-35,205,8.39,-8.39,256.28
35,-35,215,10.33,-10.33,267.85
35,-35,225,12.55,-12.55,279.42
35,-35,235,15.11,-15.11,290.96
35,-35,245,18.15,-18.15,302.44
35,-35,255,21.97,-21.97,313.8
35,-35,265,27.45,-27.45,324.85
35,-25,-265,23.05,-16.47,-324.59
35,-25,-255,17.04,-12.17,-313.24
35,-25,-245,12.74,-9.1,-301.67
35,-25,-235,9.28,-6.63,-290.01
35,-25,-225,6.35,-4.54,-278.3
35,-25,-215,3.82,-2.73,-266.57
35,-25,-205,1.58,-1.13,-254.83
35,-25,-195,-0.42,0.3,-243.1
35,-25,195,-0.42,0.3,243.1
35,-25,205,1.58,-1.13,254.83
35,-25,215,3.82,-2.73,266.57
35,-25,225,6.35,-4.54,278.3
35,-25,235,9.28,-6.63,290.01
35,-25,245,12.74,-9.1,301.67
35,-25,255,17.04,-12.17,313.24
35,-25,265,23.05,-16.47,324.59
35,-15,-265,18.42,-7.9,-324.3
35,-15,-255,11.82,-5.07,-312.75
35,-15,-245,7.03,-3.01,-301.01
35,-15,-235,3.15,-1.35,-289.21
35,-15,-225,-0.13,0.06,-277.36
35,-15,-215,-2.99,1.28,-265.49
35,-15,-205,-5.52,2.36,-253.62
35,-15,-195,-7.77,3.33,-241.75
35,-15,195,-7.77,3.33,241.75
35,-15,205,-5.52,2.36,253.62
35,-15,215,-2.99,1.28,265.49
35,-15,225,-0.13,0.06,277.36
35,-15,235,3.15,-1.35,289.21
35,-15,245,7.03,-3.01,301.01
35,-15,255,11.82,-5.07,312.75
35,-15,265,18.42,-7.9,324.3
35,-5,-265,15.08,-2.15,-324.12
35,-5,-255,8.06,-1.15,-312.44
35,-5,-245,2.94,-0.42,-300.61
35,-5,-235,-1.22,0.17,-288.72
35,-5,-225,-4.75,0.68,-276.79
35,-5,-215,-7.82,1.12,-264.85
35,-5,-205,-10.54,1.51,-252.89
35,-5,-195,-12.97,1.85,-240.93
35,-5,195,-12.97,1.85,240.93
35,-5,205,-10.54,1.51,252.89
35,-5,215,-7.82,1.12,264.85
35,-5,225,-4.75,0.68,276.79
35,-5,235,-1.22,0.17,288.72
35,-5,245,2.94,-0.42,300.61
35,-5,255,8.06,-1.15,312.44
35,-5,265,15.08,-2.15,324.12
35,5,-265,15.08,2.15,-324.12
35,5,-255,8.06,1.15,-312.44
35,5,-245,2.94,0.42,-300.61
35,5,-235,-1.22,-0.17,-288.72
35,5,-225,-4.75,-0.68,-276.79
35,5,-215,-7.82,-1.12,-264.85
35,5,-205,-10.54,-1.51,-252.89
35,5,-195,-12.97,-1.85,-240.93
35,5,195,-12.97,-1.85,240.93
35,5,205,-10.54,-1.51,252.89
35,5,215,-7.82,-1.12,264.85
35,5,225,-4.75,-0.68,276.79
35,5,235,-1.22,-0.17,288.72
35,5,245,2.94,0.42,300.61
35,5,255,8.06,1.15,312.44
35,5,265,15.08,2.15,324.12
35,15,-265,18.42,7.9,-324.3
35,15,-255,11.82,5.07,-312.75
35,15,-245,7.03,3.01,-301.01
35,15,-235,3.15,1.35,-289.21
35,15,-225,-0.13,-0.06,-277.36
35,15,-215,-2.99,-1.28,-265.49
35,15,-205,-5.52,-2.36,-253.62
35,15,-195,-7.77,-3.33,-241.75
35,15,195,-7.77,-3.33,241.75
35,15,205,-5.52,-2.36,253.62
35,15,215,-2.99,-1.28,265.49
35,15,225,-0.13,-0.06,277.36
35,15,235,3.15,1.35,289.21
35,15,245,7.03,3.01,301.01
35,15,255,11.82,5.07,312.75
35,15,265,18.42,7.9,324.3
35,25,-265,23.05,16.47,-324.59
35,25,-255,17.04,12.17,-313.24
35,25,-245,12.74,9.1,-301.67
35,25,-235,9.28,6.63,-290.01
35,25,-225,6.35,4.54,-278.3
35,25,-215,3.82,2.73,-266.57
35,25,-205,1.58,1.13,-254.83
35,25,-195,-0.42,-0.3,-243.1
35,25,195,-0.42,-0.3,243.1
35,25,205,1.58,1.13,254.83
35,25,215,3.82,2.73,266.57
35,25,225,6.35,4.54,278.3
35,25,235,9.28,6.63,290.01
35,25,245,12.74,9.1,301.67
35,25,255,17.04,12.17,313.24
35,25,265,23.05,16.47,324.59
35,35,-265,27.45,27.45,-324.85
35,35,-255,21.97,21.97,-313.8
35,35,-245,18.15,18.15,-302.44
35,35,-235,15.11,15.11,-290.96
35,35,-225,12.55,12.55,-279.42
35,35,-215,10.33,10.33,-267.85
35,35,-205,8.39,8.39,-256.28
35,35,-195,6.66,6.66,-244.72
35,35,195,6.66,6.66,244.72
35,35,205,8.39,8.39,256.28
35,35,215,10.33,10.33,267.85
35,35,225,12.55,12.55,279.42
35,35,235,15.11,15.11,290.96
35,35,245,18.15,18.15,302.44
35,35,255,21.97,21.97,313.8
35,35,265,27.45,27.45,324.85
35,45,-265,31.2,40.12,-325.0
35,45,-255,26.09,33.55,-314.32
35,45,-245,22.67,29.14,-303.21
35,45,-235,19.98,25.68,-291.93
35,45,-225,17.73,22.8,-280.58
35,45,-215,15.8,20.31,-269.2
35,45,-205,14.11,18.14,-257.8
35,45,-195,12.62,16.23,-246.42
35,45,195,12.62,16.23,246.42
35,45,205,14.11,18.14,257.8
35,45,215,15.8,20.31,269.2
35,45,225,17.73,22.8,280.58
35,45,235,19.98,25.68,291.93
35,45,245,22.67,29.14,303.21
35,45,255,26.09,33.55,314.32
35,45,265,31.2,40.12,325.0
35,55,-265,34.46,54.15,-324.88
35,55,-255,29.44,46.26,-314.74
35,55,-245,26.31,41.34,-303.9
35,55,-235,23.9,37.55,-292.85
35,55,-225,21.9,34.42,-281.7
35,55,-215,20.2,31.75,-270.51
35,55,-205,18.73,29.43,-259.3
35,55,-195,17.43,27.39,-248.1
35,55,195,17.43,27.39,248.1
35,55,205,18.73,29.43,259.3
35,55,215,20.2,31.75,270.51
35,55,225,21.9,34.42,281.7
35,55,235,23.9,37.55,292.85
35,55,245,26.31,41.34,303.9
35,55,255,29.44,46.26,314.74
35,55,265,34.46,54.15,324.88
35,65,-255,32.2,59.79,-314.98
35,65,-245,29.26,54.34,-304.47
35,65,-235,27.06,50.25,-293.67
35,65,-225,25.26,46.92,-282.73
35,65,-215,23.75,44.11,-271.73
35,65,-205,22.44,41.68,-260.7
35,65,-195,21.31,39.57,-249.68
35,65,-185,20.31,37.72,-238.68
35,65,185,20.31,37.72,238.68
35,65,195,21.31,39.57,249.68
35,65,205,22.44,41.68,260.7
35,65,215,23.75,44.11,271.73
35,65,225,25.26,46.92,282.73
35,65,235,27.06,50.25,293.67
35,65,245,29.26,54.34,304.47
35,65,255,32.2,59.79,314.98
35,75,-255,34.56,74.06,-314.94
35,75,-245,31.7,67.93,-304.86
35,75,-235,29.65,63.53,-294.33
35,75,-225,28.01,60.01,-283.61
35,75,-215,26.63,57.07,-272.81
35,75,-205,25.46,54.57,-261.97
35,75,-195,24.46,52.41,-251.12
35,75,-185,23.58,50.54,-240.3
35,75,185,23.58,50.54,240.3
35,75,195,24.46,52.41,251.12
35,75,205,25.46,54.57,261.97
35,75,215,26.63,57.07,272.81
35,75,225,28.01,60.01,283.61
35,75,235,29.65,63.53,294.33
35,75,245,31.7,67.93,304.86
35,75,255,34.56,74.06,314.94
35,85,-255,36.73,89.21,-314.48
35,85,-245,33.78,82.05,-305.0
35,85,-235,31.82,77.27,-294.79
35,85,-225,30.28,73.55,-284.31
35,85,-215,29.02,70.49,-273.71
35,85,-205,27.96,67.91,-263.05
35,85,-195,27.06,65.71,-252.38
35,85,-185,26.28,63.82,-241.72
35,85,-175,25.62,62.22,-231.09
35,85,175,25.62,62.22,231.09
35,85,185,26.28,63.82,241.72
35,85,195,27.06,65.71,252.38
35,85,205,27.96,67.91,263.05
35,85,215,29.02,70.49,273.71
35,85,225,30.28,73.55,284.31
35,85,235,31.82,77.27,294.79
35,85,245,33.78,82.05,305.0
35,85,255,36.73,89.21,314.48
35,95,-255,39.07,106.06,-313.15
35,95,-245,35.63,96.71,-304.81
35,95,-235,33.68,91.42,-294.99
35,95,-225,32.22,87.45,-284.79
35,95,-215,31.04,84.26,-274.4
35,95,-205,30.06,81.6,-263.93
35,95,-195,29.24,79.35,-253.42
35,95,-185,28.54,77.46,-242.91
35,95,-175,27.95,75.87,-232.43
35,95,175,27.95,75.87,232.43
35,95,185,28.54,77.46,242.91
35,95,195,29.24,79.35,253.42
35,95,205,30.06,81.6,263.93
35,95,215,31.04,84.26,274.4
35,95,225,32.22,87.45,284.79
35,95,235,33.68,91.42,294.99
35,95,245,35.63,96.71,304.81
35,95,255,39.07,106.06,313.15
35,105,-245,37.36,112.09,-304.12
35,105,-235,35.33,105.99,-294.88
35,105,-225,33.9,101.7,-285.0
35,105,-215,32.78,98.33,-274.85
35,105,-205,31.86,95.57,-264.57
35,105,-195,31.09,93.28,-254.23
35,105,-185,30.46,91.37,-243.86
35,105,-175,29.93,89.78,-233.51
35,105,-165,29.5,88.5,-223.18
35,105,165,29.5,88.5,223.18
35,105,175,29.93,89.78,233.51
35,105,185,30.46,91.37,243.86
35,105,195,31.09,93.28,254.23
35,105,205,31.86,95.57,264.57
35,105,215,32.78,98.33,274.85
35,105,225,33.9,101.7,285.0
35,105,235,35.33,105.99,294.88
35,105,245,37.36,112.09,304.12
35,115,-245,39.2,128.81,-302.56
35,115,-235,36.85,121.07,-294.34
35,115,-225,35.39,116.29,-284.88
35,115,-215,34.29,112.68,-275.0
35,115,-205,33.42,109.8,-264.93
35,115,-195,32.7,107.44,-254.76
35,115,-185,32.11,105.49,-244.54
35,115,-175,31.62,103.91,-234.31
35,115,-165,31.24,102.64,-224.09
35,115,165,31.24,102.64,224.09
35,115,175,31.62,103.91,234.31
35,115,185,32.11,105.49,244.54
35,115,195,32.7,107.44,254.76
35,115,205,33.42,109.8,264.93
35,115,215,34.29,112.68,275.0
35,115,225,35.39,116.29,284.88
35,115,235,36.85,121.07,294.34
35,115,245,39.2,128.81,302.56
35,125,-235,38.33,136.88,-293.18
35,125,-225,36.76,131.28,-284.34
35,125,-215,35.65,127.33,-274.81
35,125,-205,34.8,124.27,-264.98
35,125,-195,34.11,121.81,-254.99
35,125,-185,33.55,119.81,-244.92
35,125,-175,33.1,118.21,-234.81
35,125,-165,32.74,116.94,-224.7
35,125,-155,32.48,116.0,-214.59
35,125,155,32.48,116.0,214.59
35,125,165,32.74,116.94,224.7
35,125,175,33.1,118.21,234.81
35,125,185,33.55,119.81,244.92
35,125,195,34.11,121.81,254.99
35,125,205,34.8,124.27,264.98
35,125,215,35.65,127.33,274.81
35,125,225,36.76,131.28,284.34
35,125,235,38.33,136.88,293.18
35,135,-235,40.0,154.28,-290.79
35,135,-225,38.06,146.82,-283.25
35,135,-215,36.9,142.32,-274.21
35,135,-205,36.04,138.99,-264.67
35,135,-195,35.36,136.39,-254.89
35,135,-185,34.82,134.31,-244.98
35,135,-175,34.39,132.66,-235.0
35,135,-165,34.06,131.38,-224.98
35,135,-155,33.82,130.44,-214.95
35,135,-145,33.66,129.82,-204.92
35,135,145,33.66,129.82,204.92
35,135,155,33.82,130.44,214.95
